customerid,bank_account_type,employment_status_clients,age,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,good_bad_flag,loan_approval_min,early_payments,late_payments,payment_status_score,repayment_behaviour_score
8a8589d7548fb3a8015494fcc5c34ab3,Savings,Permanent,38,301966961,4,2017-07-06 18:39:01,2017-07-06 17:38:56,10000.0,11500.0,15,Bad,60.08,2,1,4.5,150.0
8a858ee758b4c54a0158d307cc1d21ef,Current,Permanent,44,301967990,13,2017-07-07 13:33:50,2017-07-07 12:33:42,40000.0,44000.0,30,Good,60.13,12,0,60.0,500.0
8a858f545908094b01591c9388130f5d,Savings,unknown,61,302000318,2,2017-07-28 11:11:48,2017-07-28 10:11:41,10000.0,11500.0,15,Bad,60.12,0,1,-5.0,-500.0
8a858f3e5885ffa301589243e9177b67,Savings,unknown,40,301995121,2,2017-07-25 11:48:00,2017-07-25 10:46:51,10000.0,11500.0,15,Bad,61.15,0,1,-5.0,-500.0
8a858fa15b3443a1015b3460fbef252e,Savings,Permanent,40,301989531,3,2017-07-21 15:35:10,2017-07-21 14:34:57,10000.0,11500.0,15,Good,60.22,2,0,10.0,500.0
8a858f735aec46c4015af026256357b8,Savings,unknown,59,301999973,5,2017-07-28 07:58:26,2017-07-28 06:57:16,20000.0,24500.0,30,Good,61.17,4,0,19.0,475.0
8a858edc5c7e7da5015c819c15e372a8,Savings,Permanent,35,301995984,2,2017-07-25 21:26:55,2017-07-25 20:26:48,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858e065ccb8bc0015ccca62cf83466,Savings,unknown,43,301970931,2,2017-07-10 08:08:34,2017-07-10 07:08:27,10000.0,11500.0,15,Bad,60.12,1,0,5.0,500.0
8a858e79568ec7de01568fef5675374f,Other,Student,32,301993577,3,2017-07-24 14:56:27,2017-07-24 13:56:19,10000.0,11500.0,15,Good,60.13,0,2,-10.0,-500.0
8a858eac5ad81473015ad82f9d060702,Savings,Permanent,46,301982190,7,2017-07-17 15:57:46,2017-07-17 14:56:36,30000.0,34500.0,30,Good,61.17,6,0,29.5,492.0
8a858fd75bc96a6f015bcbabca4a7b4d,Savings,unknown,47,301975668,4,2017-07-13 09:14:50,2017-07-13 08:14:43,20000.0,22250.0,15,Good,60.12,3,0,15.0,500.0
8a858f335c8d9723015c93e33d5e77fe,Savings,Permanent,32,301996541,2,2017-07-26 09:39:10,2017-07-26 08:39:02,10000.0,13000.0,30,Good,60.13,0,1,-5.0,-500.0
8a858f9c5a4817be015a4bb172de6f90,Savings,Permanent,41,301966833,3,2017-07-06 17:08:34,2017-07-06 16:08:28,10000.0,13000.0,30,Good,60.1,2,0,9.5,475.0
8a858e2857e2df4c0157e37e90222d88,Savings,Student,31,301994275,5,2017-07-24 21:18:18,2017-07-24 20:18:12,20000.0,22250.0,15,Good,60.1,3,1,10.0,250.0
8a858fca5c830943015c835e839e33a5,Savings,unknown,40,301972727,2,2017-07-11 10:20:04,2017-07-11 09:19:58,10000.0,11500.0,15,Good,60.1,1,0,5.0,500.0
8a858ebc572e1e3a01572f517e505dc4,Other,Student,35,301990926,8,2017-07-22 15:46:08,2017-07-22 14:46:01,20000.0,24500.0,30,Bad,60.12,6,1,24.5,350.0
8a858fb65b2020b2015b239674777bad,Savings,Permanent,46,301998819,5,2017-07-27 13:46:03,2017-07-27 12:44:53,20000.0,24500.0,30,Good,61.17,4,0,19.5,488.0
8a858fdd5d3268a5015d33a81747565a,Savings,Permanent,34,302002771,2,2017-07-29 21:23:35,2017-07-29 20:23:27,10000.0,11500.0,15,Bad,60.13,0,1,-5.0,-500.0
8a858e0a5668e69c01567e19e7626d39,Savings,Student,35,301998905,2,2017-07-27 14:38:58,2017-07-27 13:37:46,10000.0,11500.0,15,Bad,61.2,0,1,-5.0,-500.0
8a858eb456e0b9490156fb7018a91a1e,Other,Self-Employed,40,301991011,12,2017-07-22 16:45:03,2017-07-22 15:44:56,10000.0,11500.0,15,Good,60.12,4,7,-16.5,-150.0
8a858fe75be82695015be84134cd19b8,Savings,unknown,34,301999032,3,2017-07-27 16:03:26,2017-07-27 15:03:20,10000.0,11500.0,15,Bad,60.1,1,1,0.0,0.0
8a858f2a5b3f2121015b3f5f26bb38c8,Savings,Permanent,40,301991591,4,2017-07-23 08:35:19,2017-07-23 07:34:39,20000.0,24500.0,30,Good,60.67,3,0,15.0,500.0
8a858e3d55ca3ef60155db99ec76153d,Savings,Permanent,39,302000146,10,2017-07-28 09:35:26,2017-07-28 08:35:21,30000.0,34500.0,30,Bad,60.08,5,4,5.0,56.00000000000001
8a858f7d5578012a01557ba429787a5f,Savings,Permanent,40,301996564,10,2017-07-26 09:49:12,2017-07-26 08:49:05,10000.0,13000.0,30,Good,60.12,7,2,25.0,278.0
8a858ffc5852f33d015857ef84051d76,Other,Permanent,30,302002669,8,2017-07-29 19:42:04,2017-07-29 18:40:57,30000.0,34500.0,30,Good,61.12,7,0,33.5,479.0
8a858e64587161fb0158747ae0bf7292,Savings,Permanent,46,301964839,13,2017-07-05 13:18:15,2017-07-05 12:18:08,40000.0,44000.0,30,Good,60.12,10,2,39.5,329.0
8a858f305cb1ec4e015cbc9a5cf92a88,Savings,Permanent,38,301978177,2,2017-07-14 18:48:16,2017-07-14 17:48:08,10000.0,13000.0,30,Good,60.13,1,0,5.0,500.0
8a858e675c3fe0a1015c50d5ab897031,Savings,unknown,40,301968218,2,2017-07-07 16:08:54,2017-07-07 15:08:49,10000.0,13000.0,30,Good,60.08,1,0,5.0,500.0
8a858f0056b7cf8e0156bb2a7ff97987,Other,Unemployed,40,301993113,5,2017-07-24 11:00:56,2017-07-24 10:00:49,30000.0,34500.0,30,Good,60.12,4,0,19.5,488.0
8a858fd3552c75620155563fb5241458,Other,Permanent,37,301959335,9,2017-07-01 19:34:10,2017-07-01 18:33:02,30000.0,34500.0,30,Good,61.13,6,2,19.0,238.0
8a858f8e597cf3f40159837df1367cd9,Savings,Permanent,41,301963489,4,2017-07-04 16:23:12,2017-07-04 15:23:07,20000.0,24500.0,30,Good,60.08,3,0,14.5,483.0
8a858f5e5bedf32a015bf2003648194a,Savings,unknown,39,301970844,3,2017-07-10 06:04:56,2017-07-10 05:04:51,10000.0,13000.0,30,Good,60.08,2,0,9.0,450.0
8a858fff5a28d297015a338c644f5053,Savings,Permanent,38,301966641,5,2017-07-06 15:26:22,2017-07-06 14:26:13,20000.0,24500.0,30,Good,60.15,3,1,9.5,238.0
8a858f065b1fe50a015b236489d57fb6,Savings,Permanent,44,301998900,7,2017-07-27 14:37:02,2017-07-27 13:35:51,30000.0,34500.0,30,Good,61.18,6,0,30.0,500.0
8a858e245b680423015b6d059cd13978,Savings,Permanent,36,301982568,7,2017-07-17 19:36:56,2017-07-17 18:35:45,20000.0,21500.0,15,Bad,61.18,6,0,29.5,492.0
8a858ef95cf5154a015cf659212d26ce,Savings,Student,32,301997230,2,2017-07-26 15:38:56,2017-07-26 14:38:49,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858e095c59b91b015c5e5cea3719bc,Savings,Permanent,36,301972027,3,2017-07-10 19:25:33,2017-07-10 18:25:28,10000.0,13000.0,30,Good,60.08,2,0,10.0,500.0
8a858f0056b7cf8e0156d23f675016f3,Savings,Self-Employed,48,301983209,10,2017-07-18 08:18:49,2017-07-18 07:18:44,40000.0,44000.0,30,Good,60.08,8,1,32.5,361.0
8a858ff35c5f4d1d015c6379bbcf0adc,Savings,Permanent,45,302002597,3,2017-07-29 18:33:29,2017-07-29 17:33:22,10000.0,13000.0,30,Good,60.12,1,1,0.0,0.0
8a8589f853f100fb01541386c815605e,Other,Permanent,45,301959077,10,2017-07-01 15:37:48,2017-07-01 14:36:40,40000.0,48000.0,60,Good,61.13,5,4,4.5,50.0
8a858ea85d0e7ed2015d118961d67285,Savings,unknown,46,301978723,2,2017-07-15 07:33:04,2017-07-15 06:32:58,10000.0,11500.0,15,Bad,60.1,1,0,5.0,500.0
8a858fa3551e78cb015529b4a6b34007,Other,Permanent,42,302000274,12,2017-07-28 10:45:49,2017-07-28 09:45:41,40000.0,44000.0,30,Good,60.13,10,1,44.5,405.0
8a858e0c5bf343de015bf734d8c57f92,Savings,Permanent,38,301989960,3,2017-07-21 20:00:15,2017-07-21 19:00:08,10000.0,13000.0,30,Bad,60.12,1,1,0.0,0.0
8a858fd3552c7562015544b88c3a31a3,Savings,Self-Employed,49,301985687,11,2017-07-19 13:31:22,2017-07-19 12:31:15,50000.0,52500.0,30,Good,60.12,9,1,38.5,385.0
8a8588dc536a1413015381dd2a4f3c5f,Other,Permanent,44,301975016,9,2017-07-12 18:19:03,2017-07-12 17:18:54,30000.0,34500.0,30,Good,60.15,6,2,20.0,250.0
8a858e5254ccb8c00154ccf3e9e5092e,Other,Permanent,36,301966052,4,2017-07-06 09:22:24,2017-07-06 08:22:07,30000.0,34500.0,30,Good,60.28,2,1,5.0,167.0
8a858f0455d9feaf0155de5fb2393a0c,Savings,Student,30,301967476,10,2017-07-07 07:55:53,2017-07-07 06:55:36,40000.0,48000.0,60,Good,60.28,9,0,43.5,483.0
8a858e935afae66a015afae9e2e601f4,Savings,Permanent,47,301959869,5,2017-07-02 12:22:36,2017-07-02 11:21:30,10000.0,13000.0,30,Good,61.1,3,1,10.0,250.0
8a858e775c362114015c36e932dd35ae,Savings,Permanent,33,301971398,3,2017-07-10 12:53:47,2017-07-10 11:53:42,10000.0,13000.0,30,Good,60.08,2,0,9.0,450.0
8a858fb25d84a543015d883e60493b62,Savings,unknown,48,302000700,2,2017-07-28 14:30:59,2017-07-28 13:30:53,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858f1e5cc4bc81015cc54972fb52d1,Savings,Permanent,39,302000813,2,2017-07-28 15:25:42,2017-07-28 14:25:36,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858e3d570f30bb01571e88fc45384b,Savings,Self-Employed,41,301965120,7,2017-07-05 16:07:31,2017-07-05 15:07:25,15000.0,18375.0,30,Good,60.1,5,1,19.0,317.0
8a858fa5552add5d015549642f1b4d49,Other,Self-Employed,39,301992459,15,2017-07-23 21:16:37,2017-07-23 20:16:29,40000.0,48000.0,60,Good,60.13,12,2,50.0,357.0
8a858e7c588604a40158a4fb616a3a9a,Savings,Permanent,40,301960688,2,2017-07-03 09:23:40,2017-07-03 08:23:34,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858f335c8d9723015c9cef3ef85af2,Savings,Permanent,38,301970440,2,2017-07-09 17:24:09,2017-07-09 16:24:04,10000.0,13000.0,30,Bad,60.08,1,0,5.0,500.0
8a858f345c172fb3015c17dbd31a2d7c,Savings,unknown,46,301987723,4,2017-07-20 14:54:29,2017-07-20 13:54:21,20000.0,22250.0,15,Good,60.13,3,0,13.5,450.0
8a858f7c5be8dc45015be94efc9a520c,Savings,unknown,49,301984559,3,2017-07-18 20:06:16,2017-07-18 19:06:10,10000.0,13000.0,30,Good,60.1,2,0,10.0,500.0
8a8589ec542eaa890154302eec276194,Other,Permanent,41,301964816,10,2017-07-05 13:01:06,2017-07-05 12:00:52,50000.0,52500.0,30,Good,60.23,8,1,34.0,378.0
8a858e705668e16701568e128474421a,Other,Permanent,39,301975150,2,2017-07-12 20:24:36,2017-07-12 19:24:29,10000.0,11500.0,15,Good,60.12,1,0,5.0,500.0
8a858e6059e0a7080159ecaeb62460bb,Savings,unknown,44,301987634,10,2017-07-20 14:06:14,2017-07-20 13:06:08,30000.0,34500.0,30,Good,60.1,9,0,45.0,500.0
8a858f085bcf44be015bd30eaa241e6e,Savings,unknown,41,301967321,4,2017-07-07 02:38:13,2017-07-07 01:38:08,20000.0,24500.0,30,Good,60.08,3,0,14.5,483.0
8a858f265b1416a5015b145705f24eb2,Savings,Permanent,44,301976988,3,2017-07-14 07:37:42,2017-07-14 06:37:36,10000.0,13000.0,30,Good,60.1,2,0,10.0,500.0
8a8589a453bc422d0153c79866fb760d,Other,Permanent,46,301990603,15,2017-07-22 11:30:17,2017-07-22 10:30:02,50000.0,57500.0,90,Good,60.25,13,1,58.5,418.0
8a85882653bc51f50153cc4e2899446b,Other,Self-Employed,41,301960882,7,2017-07-03 11:36:27,2017-07-03 10:36:18,20000.0,24500.0,30,Good,60.15,6,0,27.0,450.0
8a858e0458c1f4620158d00068ba7049,Savings,unknown,52,301966308,8,2017-07-06 12:00:58,2017-07-06 11:00:53,30000.0,34500.0,30,Good,60.08,5,2,14.0,200.0
8a858e965b5e1b91015b608e62345989,Savings,Permanent,46,301961830,4,2017-07-03 18:29:01,2017-07-03 17:28:56,15000.0,18375.0,30,Good,60.08,3,0,15.0,500.0
8a858e3654e2a82401550631bfcd571d,Other,Permanent,50,301987129,3,2017-07-20 09:42:45,2017-07-20 08:42:36,10000.0,13000.0,30,Good,60.15,2,0,10.0,500.0
8a858f545908094b01591185749d6f25,Savings,Permanent,36,301973433,6,2017-07-11 17:15:23,2017-07-11 16:14:18,20000.0,24500.0,30,Good,61.08,4,1,14.0,280.0
8a858f665c2142a0015c31b5bb7910ca,Savings,Permanent,53,301994856,3,2017-07-25 09:16:25,2017-07-25 08:16:19,10000.0,13000.0,30,Good,60.1,1,1,-0.5,-25.0
8a858fa459e0a1340159e72274ca3969,Savings,Permanent,40,301995255,8,2017-07-25 13:03:37,2017-07-25 12:03:29,30000.0,34500.0,30,Good,60.13,6,1,24.5,350.0
8a85882c546ba83501547619cd377b69,Savings,Self-Employed,42,301964093,12,2017-07-05 00:03:29,2017-07-04 23:03:24,40000.0,48000.0,60,Good,60.08,8,3,24.5,223.0
8a858fd55c45ba15015c53a888e50be7,Savings,Permanent,40,301972182,2,2017-07-10 21:32:28,2017-07-10 20:32:22,10000.0,13000.0,30,Bad,60.1,0,1,-5.0,-500.0
8a858e785c8d9167015c95a0bee46469,Savings,Permanent,36,301977473,2,2017-07-14 12:09:46,2017-07-14 11:09:39,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858eb75c21a2b9015c2ba0610e5061,Savings,Permanent,39,301980358,3,2017-07-16 14:09:26,2017-07-16 13:09:19,10000.0,11500.0,15,Good,60.12,0,2,-10.0,-500.0
8a858fa057e2a0a50157ec721ce6096c,Other,Self-Employed,49,301971835,7,2017-07-10 17:12:56,2017-07-10 16:11:51,10000.0,13000.0,30,Bad,61.08,4,2,9.5,158.0
8a858e945bfdb9e7015c0ccf952b0d3e,Savings,Permanent,45,301969453,3,2017-07-08 16:35:03,2017-07-08 15:34:58,10000.0,13000.0,30,Bad,60.08,2,0,10.0,500.0
8a858e9b560bbd6301560bd6568f0312,Savings,Permanent,44,301971437,9,2017-07-10 13:18:35,2017-07-10 12:18:31,30000.0,34500.0,30,Good,60.07,6,2,19.0,238.0
8a8588235384a58d01538faa46246121,Other,Permanent,33,301971279,9,2017-07-10 12:04:35,2017-07-10 11:03:22,40000.0,48000.0,60,Bad,61.22,5,3,9.5,119.0
8a858e4e5b33db76015b33f2e41c1a9c,Savings,Permanent,40,302000523,8,2017-07-28 13:00:06,2017-07-28 11:58:53,30000.0,34500.0,30,Good,61.22,7,0,34.0,486.00000000000006
8a858ed6557802d20155781a66d80cbc,Other,Self-Employed,37,301999034,17,2017-07-27 16:03:52,2017-07-27 15:03:45,40000.0,44000.0,30,Good,60.12,14,2,55.5,347.0
8a858eee5872716901587b2be55c4193,Savings,Permanent,31,301970938,7,2017-07-10 08:14:53,2017-07-10 07:14:47,30000.0,39000.0,60,Good,60.1,6,0,29.5,492.0
8a858f375cef1cbc015ceff67d505f59,Savings,unknown,38,302001119,2,2017-07-28 18:22:54,2017-07-28 17:22:45,10000.0,13000.0,30,Good,60.15,1,0,5.0,500.0
8a858edc554f009d01554ff6eb224b42,Savings,Self-Employed,43,301962323,13,2017-07-03 23:00:58,2017-07-03 22:00:52,40000.0,44000.0,30,Good,60.1,12,0,55.0,458.0
8a858fa257d8223c0157f60ebd4d310f,Savings,Permanent,34,301963191,2,2017-07-04 13:38:22,2017-07-04 12:38:16,10000.0,13000.0,30,Good,60.1,0,1,-5.0,-500.0
8a858f4d5b809e68015b81066a333b6b,Savings,Permanent,44,302001643,3,2017-07-29 06:24:54,2017-07-29 05:23:44,10000.0,13000.0,30,Good,61.17,2,0,9.5,475.0
8a858fc75cd62882015ceb58d8344b47,Savings,unknown,43,301975359,3,2017-07-12 23:43:36,2017-07-12 22:43:29,10000.0,11500.0,15,Good,60.12,2,0,10.0,500.0
8a858fe55656a93801565f38ead003e0,Savings,Self-Employed,31,301963039,8,2017-07-04 12:13:36,2017-07-04 11:13:31,20000.0,24500.0,30,Bad,60.08,5,2,15.0,214.0
8a858e035693e02901569ae180f14f8b,Savings,Self-Employed,34,301974682,4,2017-07-12 14:20:34,2017-07-12 13:20:27,20000.0,24500.0,30,Good,60.12,2,1,4.5,150.0
8a858f5e5992fa95015993bf8b2f5694,Savings,unknown,42,301971541,7,2017-07-10 14:20:26,2017-07-10 13:20:21,10000.0,11500.0,30,Good,60.08,6,0,29.0,483.0
8a858e985b1de32c015b1ed1acf57e0f,Savings,Permanent,36,301995183,4,2017-07-25 12:23:33,2017-07-25 11:22:26,10000.0,11500.0,15,Good,61.12,2,1,4.0,133.0
8a858ec05a9535db015a9d60ebd114d4,Savings,Permanent,32,301995701,10,2017-07-25 17:41:57,2017-07-25 16:41:50,15000.0,16125.0,15,Good,60.12,8,1,34.0,378.0
8a858fb15d41fc6b015d420039ec015f,Savings,Permanent,39,301994152,2,2017-07-24 19:55:08,2017-07-24 18:55:01,10000.0,11500.0,15,Good,60.12,1,0,5.0,500.0
8a858f505c7e3a50015c8186327f1fc8,Savings,Permanent,38,301960952,2,2017-07-03 12:15:10,2017-07-03 11:15:04,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858f9f5bd99987015bda1a212c2cb6,Current,Permanent,48,301970020,2,2017-07-09 09:45:35,2017-07-09 08:45:29,10000.0,13000.0,30,Bad,60.1,0,1,-5.0,-500.0
8a858e985885ff6d01588c63a76e3a74,Savings,Permanent,33,301995288,6,2017-07-25 13:23:33,2017-07-25 12:22:22,10000.0,11500.0,15,Bad,61.18,2,3,-5.0,-100.0
8a858e705668e16701568b566c6857c5,Other,Self-Employed,61,301993415,7,2017-07-24 13:38:59,2017-07-24 12:38:41,30000.0,39000.0,60,Good,60.3,6,0,30.0,500.0
8a858eea5a854c79015a856b30d10f99,Savings,Permanent,42,301962242,6,2017-07-03 22:00:50,2017-07-03 21:00:45,20000.0,24500.0,30,Good,60.08,4,1,14.5,290.0
8a858e3a54e3370201552642ce7830c8,Other,Permanent,50,301971257,2,2017-07-10 11:52:38,2017-07-10 10:51:30,10000.0,13000.0,30,Good,61.13,0,1,-5.0,-500.0
8a858ee25a3bbf82015a3c7908d04c23,Savings,Permanent,46,301974856,6,2017-07-12 16:18:00,2017-07-12 15:17:53,10000.0,13000.0,30,Good,60.12,3,2,5.0,100.0
8a858f2a5b3f2121015b4203882746ad,Savings,unknown,46,301962062,4,2017-07-03 20:11:40,2017-07-03 19:11:35,20000.0,22250.0,15,Good,60.08,3,0,14.5,483.0
8a858f375cef1cbc015cf034009e7436,Savings,unknown,57,301974543,2,2017-07-12 12:55:11,2017-07-12 11:55:03,10000.0,13000.0,30,Good,60.13,1,0,5.0,500.0
8a858f0d5a859ac0015a88c53e791cad,Savings,unknown,45,301973542,8,2017-07-11 18:23:40,2017-07-11 17:23:35,30000.0,34500.0,30,Good,60.08,7,0,35.0,500.0
8a858e065ccb8bc0015cce72dd475bfc,Savings,Permanent,50,301990035,2,2017-07-21 21:13:00,2017-07-21 20:12:54,10000.0,13000.0,30,Bad,60.1,1,0,5.0,500.0
8a858f08582a51bc01582e67a7e115a2,Other,Self-Employed,48,301985884,13,2017-07-19 15:14:43,2017-07-19 14:14:36,40000.0,44000.0,30,Good,60.12,12,0,57.0,475.0
8a858f6a5d1e09b3015d2748857c7088,Savings,Permanent,35,301994738,2,2017-07-25 08:07:26,2017-07-25 07:07:18,10000.0,11500.0,15,Good,60.13,1,0,5.0,500.0
8a858e005c2154c2015c2c44a86e0eaf,Savings,Permanent,33,301970978,2,2017-07-10 08:42:08,2017-07-10 07:42:02,10000.0,13000.0,30,Good,60.1,1,0,5.0,500.0
8a858e985ccb51e8015ccba1306828ff,Savings,Permanent,55,301991088,2,2017-07-22 17:53:21,2017-07-22 16:53:15,10000.0,13000.0,30,Bad,60.1,1,0,5.0,500.0
8a858f3f5c35c74a015c38ba4efc74cb,Savings,Permanent,40,302002387,5,2017-07-29 15:59:14,2017-07-29 14:59:05,20000.0,22250.0,15,Good,60.15,4,0,20.0,500.0
8a858f3e589c406101589f9f803e439a,Savings,Permanent,47,301967954,7,2017-07-07 13:05:28,2017-07-07 12:05:23,30000.0,34500.0,30,Good,60.08,5,1,19.0,317.0
8a858e345a8ac48f015a8ec9267c7074,Savings,Permanent,44,301962046,5,2017-07-03 20:03:19,2017-07-03 19:03:13,20000.0,24500.0,30,Good,60.1,3,1,9.5,238.0
8a85886e54101890015410e563b4325b,Savings,Permanent,39,301968551,3,2017-07-07 20:42:25,2017-07-07 19:42:20,10000.0,13000.0,30,Good,60.08,2,0,10.0,500.0
8a858ea75cef5535015cf37324bc186a,Savings,Permanent,44,302000506,2,2017-07-28 12:50:59,2017-07-28 11:49:53,10000.0,13000.0,30,Good,61.1,1,0,5.0,500.0
8a858f975c4582c4015c58df29937df8,Savings,Permanent,41,301997216,3,2017-07-26 15:30:43,2017-07-26 14:30:37,10000.0,13000.0,30,Good,60.1,2,0,9.5,475.0
8a858f30551130db01552563f6780605,Other,Permanent,38,301959913,11,2017-07-02 13:22:55,2017-07-02 12:21:50,30000.0,34500.0,30,Good,61.08,9,1,40.0,400.0
8a858e1158dc4d8301590729328d2857,Savings,Permanent,40,301992865,10,2017-07-24 08:37:44,2017-07-24 07:37:20,20000.0,21500.0,15,Good,60.4,9,0,44.5,494.00000000000006
8a858ed1594a282f0159645dd0d84491,Savings,Permanent,47,301978441,4,2017-07-14 22:23:04,2017-07-14 21:21:52,10000.0,13000.0,30,Good,61.2,2,1,4.0,133.0
8a858e325b3e903a015b3eb4ce4b2882,Savings,unknown,34,301960038,3,2017-07-02 15:31:02,2017-07-02 14:30:56,10000.0,13000.0,30,Bad,60.1,1,1,0.0,0.0
8a858fc75cd62882015cdf944e017b50,Savings,Permanent,31,302000745,2,2017-07-28 14:50:17,2017-07-28 13:50:11,10000.0,11500.0,15,Good,60.1,1,0,5.0,500.0
8a858e195b90e512015b9312936863cf,Savings,Permanent,42,301993060,5,2017-07-24 10:37:50,2017-07-24 09:36:39,20000.0,24500.0,30,Good,61.18,4,0,18.0,450.0
8a8589125340c9660153418093970e29,Savings,Self-Employed,41,301982755,10,2017-07-17 21:41:49,2017-07-17 20:41:40,20000.0,24500.0,30,Bad,60.15,4,5,-6.5,-72.0
8a858e875c63d395015c69cfb3733438,Savings,Permanent,33,301964334,2,2017-07-05 08:22:01,2017-07-05 07:21:56,10000.0,13000.0,30,Good,60.08,0,1,-5.0,-500.0
8a858e8a575612610157713f256e1d4b,Savings,Permanent,37,301985075,3,2017-07-19 07:51:42,2017-07-19 06:51:35,10000.0,13000.0,30,Good,60.12,2,0,9.5,475.0
8a858fa4552add9f0155486adf77224e,Other,Permanent,41,301996419,11,2017-07-26 08:28:07,2017-07-26 07:28:00,30000.0,34500.0,30,Good,60.12,10,0,50.0,500.0
8a858ee45a1e6afb015a22a2e525677b,Savings,Permanent,40,301971904,8,2017-07-10 17:46:18,2017-07-10 16:46:14,10000.0,13000.0,30,Good,60.07,5,2,13.0,186.0
8a858ede5ca210f0015ca2c76bcf492d,Savings,Permanent,35,301964867,2,2017-07-05 13:32:32,2017-07-05 12:32:27,10000.0,13000.0,30,Good,60.08,1,0,5.0,500.0
8a858f335c8d9723015c96e47eaf3ce7,Savings,Permanent,34,301975950,2,2017-07-13 12:16:32,2017-07-13 11:16:25,10000.0,13000.0,30,Bad,60.12,0,1,-5.0,-500.0
8a858ed75bb64559015bc82c814e187a,Savings,Permanent,58,302003168,6,2017-07-30 09:26:15,2017-07-30 08:26:10,20000.0,24500.0,30,Good,60.08,5,0,25.0,500.0
8a858faa56dffac60156f53870fd0c9e,Other,Self-Employed,41,301991630,10,2017-07-23 09:23:52,2017-07-23 08:23:45,35000.0,42000.0,60,Good,60.12,9,0,44.0,488.99999999999994
8a858eed5a42df95015a435ce1762491,Savings,Permanent,46,301970317,3,2017-07-09 15:18:15,2017-07-09 14:18:10,20000.0,24500.0,30,Good,60.08,0,2,-10.0,-500.0
8a858e685acda506015aceb81564458d,Savings,Permanent,36,301987951,6,2017-07-20 17:00:12,2017-07-20 16:00:02,20000.0,24500.0,30,Good,60.17,4,1,14.5,290.0
8a858f4e5d1d97f9015d1da5168f0863,Savings,Permanent,36,302003603,2,2017-07-30 15:41:37,2017-07-30 14:41:29,10000.0,11500.0,15,Good,60.13,1,0,5.0,500.0
8a858f8e5c63d73e015c686a63141013,Savings,Permanent,40,301971426,2,2017-07-10 13:11:35,2017-07-10 12:11:30,10000.0,11500.0,15,Good,60.08,1,0,5.0,500.0
8a858f98560bbe110156170e27073502,Other,Permanent,40,301969501,7,2017-07-08 17:20:40,2017-07-08 16:20:33,30000.0,34500.0,30,Good,60.12,6,0,29.5,492.0
8a858ede5ca210f0015ca6e7144b3d34,Savings,Permanent,39,301986033,2,2017-07-19 16:29:41,2017-07-19 15:29:34,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858f365b2547f3015b32e1f8b753c7,Savings,Permanent,38,301989343,3,2017-07-21 14:00:19,2017-07-21 13:00:00,10000.0,13000.0,30,Bad,60.32,0,2,-10.0,-500.0
8a858fe45cd62cbf015cd63942a40385,Savings,Permanent,31,301973677,2,2017-07-11 20:09:30,2017-07-11 19:09:24,10000.0,11500.0,15,Bad,60.1,1,0,5.0,500.0
8a8588dc5384a05f01539d3773865219,Other,Permanent,40,301982307,8,2017-07-17 16:47:26,2017-07-17 15:46:12,30000.0,39000.0,60,Good,61.23,3,3,-1.0,-14.000000000000002
8a858e485cc0eed3015cc51b36f261d2,Savings,unknown,34,301982537,2,2017-07-17 19:15:06,2017-07-17 18:14:59,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858f365668e43901566e4968220ae7,Other,Self-Employed,43,301988368,2,2017-07-20 21:30:23,2017-07-20 20:30:03,10000.0,13000.0,30,Good,60.33,1,0,5.0,500.0
8a858e985885ff6d01589211d7c01088,Savings,Permanent,47,301983843,6,2017-07-18 13:24:53,2017-07-18 12:24:47,20000.0,24500.0,30,Good,60.1,5,0,24.5,490.00000000000006
8a858fd55c45ba15015c468cb4463013,Savings,unknown,37,301993797,2,2017-07-24 16:46:15,2017-07-24 15:46:08,10000.0,11500.0,15,Good,60.12,1,0,5.0,500.0
8a8588ae53f1cb7c01540e8cf9f66b81,Other,Permanent,41,301978652,2,2017-07-15 06:10:13,2017-07-15 05:10:07,10000.0,11500.0,15,Good,60.1,0,1,-5.0,-500.0
8a858fcd56b9f22c0156c2fc17763dcc,Savings,Permanent,32,301979118,13,2017-07-15 13:05:10,2017-07-15 12:04:00,50000.0,55000.0,60,Good,61.17,12,0,58.5,488.0
8a858f2f54e28d530155075d38ad2d84,Savings,Permanent,35,301992103,2,2017-07-23 16:18:28,2017-07-23 15:18:21,10000.0,13000.0,30,Good,60.12,1,0,5.0,500.0
8a858fb35a9469ec015a94f9554a5d13,Savings,Permanent,54,301964398,4,2017-07-05 09:06:51,2017-07-05 08:06:45,10000.0,13000.0,30,Bad,60.1,2,1,4.5,150.0
